Transaction_Type,Amount,Initial_Balance_Sender,Initial_Balance_Receiver,Final_Balance_Sender,Final_Balance_Receiver,Fraud
Debit,531.43,15790.01,1669.01,15258.58,1669.01,0
Debit,808.41,7443.24,14230.29,6634.83,14230.29,0
Debit,40017.35,7565.94,14242.15,2627.74,14242.15,1
Debit,37061.07,563.19,4951.57,313.72,4951.57,1
Payment,402.43,9207.04,14900.59,8804.61,15303.02,0
Debit,60.07,8653.28,18607.44,8593.21,18607.44,0
Debit,612.98,10896.65,3690.2,10283.67,3690.2,0
Cash-In,1759.36,17886.5,2273.34,17886.5,4032.7,0
Transfer,183.1,7628.0,14801.7,7444.9,14984.8,0
Payment,40583.51,13145.23,18128.07,9050.68,62769.93,1
Debit,231.39,3315.28,19439.11,3083.89,19439.11,0
Cash-In,14426.92,16794.88,11924.28,16794.88,27793.89,1
Cash-Out,15820.08,583.66,750.35,408.74,750.35,1
Cash-Out,457.55,15548.48,13874.41,15090.93,13874.41,0
Cash-Out,48068.12,9945.51,6785.13,7870.47,6785.13,1
Transfer,340.55,19475.04,12262.59,19134.49,12603.14,0
Debit,14858.08,4033.41,6524.69,434.92,6524.69,1
Debit,944.36,3535.29,10800.53,2590.93,10800.53,0
Cash-In,0.95,4144.85,13940.98,4144.85,13942.03,1
Payment,0.21,2507.62,2358.73,1027.03,2358.96,1
Cash-In,9539.3,8301.17,2234.67,8301.17,12727.9,1
Payment,0.74,3672.51,9793.14,3671.62,9793.95,1
Debit,628.13,1839.6,3502.92,1211.47,3502.92,0
Debit,484.97,4414.31,11077.41,3929.34,11077.41,0
Debit,457.86,3297.56,5539.83,2839.7,5539.83,0
Cash-In,26618.96,10574.02,14645.98,10574.02,43926.84,1
Transfer,1689.29,14789.39,10383.08,13100.1,12072.37,0
Payment,213.78,15686.37,10301.28,15472.59,10515.06,0
Cash-In,139.93,7499.11,5807.75,7499.11,5947.68,0
Payment,32718.34,10360.13,115.13,1752.41,36105.3,1
Cash-Out,1258.57,12891.89,13670.54,11633.32,13670.54,0
Debit,45612.54,12595.64,11891.85,11529.6,11891.85,1
Debit,33781.27,13199.52,2297.77,11908.97,2297.77,1
Payment,498.42,12842.01,7183.26,12343.59,7681.68,0
Cash-In,525.49,10430.92,13434.99,10430.92,13960.48,0
Transfer,1098.23,10338.39,3558.48,9240.16,4656.71,0
Transfer,4628.35,4096.28,16242.67,0.0,20871.02,0
Payment,302.6,16397.85,17370.94,16095.25,17673.54,0
Debit,338.88,5932.96,7892.88,5594.08,7892.88,0
Payment,485.32,981.03,4054.96,495.71,4540.28,0
Debit,517.61,8554.89,12213.4,8037.28,12213.4,0
Cash-Out,0.4,15552.98,19944.69,15552.5,19944.69,1
Debit,0.6,10352.61,12687.63,1842.13,12687.63,1
Cash-In,0.31,4687.86,6212.03,4687.86,6212.37,1
Cash-In,1791.98,17595.23,10048.0,17595.23,11839.98,0
Cash-Out,93.24,14718.78,9435.51,14625.54,9435.51,0
Debit,122.88,11668.65,10853.78,11545.77,10853.78,0
Payment,725.1,3801.18,6637.86,3076.08,7362.96,0
Cash-Out,887.95,15628.78,293.15,14740.83,293.15,0
Cash-In,14617.84,15522.64,15481.04,15522.64,31560.66,1
Cash-Out,25823.71,11777.89,8816.66,0.0,8816.66,1
Transfer,3263.12,15646.72,6203.07,12383.6,9466.19,0
Transfer,17920.48,3252.67,2948.19,1858.73,22660.72,1
Transfer,3527.57,4652.32,4005.24,1124.75,7532.81,0
Cash-In,1939.66,14073.78,12353.38,14073.78,14293.04,0
Transfer,3048.81,19729.76,13408.22,16680.95,16457.03,0
Cash-Out,0.21,735.52,4989.84,467.0,4989.84,1
Debit,954.39,13666.65,15710.01,12712.26,15710.01,0
Cash-In,21326.23,7008.27,17514.41,7008.27,40973.26,1
Transfer,1360.44,14147.63,19880.49,12787.19,21240.93,0
Cash-Out,420.09,8233.95,9819.34,7813.86,9819.34,0
Cash-Out,1840.8,10994.34,7495.66,9153.54,7495.66,0
Payment,0.75,19644.54,10885.72,19643.64,10886.55,1
Cash-Out,132.93,10051.91,18159.67,9918.98,18159.67,0
Debit,986.28,15588.77,13980.29,14602.49,13980.29,0
Transfer,30359.68,14795.59,12469.94,0.0,45865.59,1
Transfer,4088.24,12859.28,19445.94,8771.04,23534.18,0
Cash-In,2665.46,18587.73,18623.01,18587.73,21288.47,0
Debit,139.26,16639.16,8040.76,16499.9,8040.76,0
Debit,386.33,4689.11,5292.1,4302.78,5292.1,0
Payment,77.1,8594.57,13512.26,8517.47,13589.36,0
Debit,0.58,106.47,13565.79,105.77,13565.79,1
Debit,858.45,5383.15,8937.26,4524.7,8937.26,0
Payment,101.76,14391.63,18085.12,14289.87,18186.88,0
Transfer,44493.04,18771.57,6039.6,0.0,54981.94,1
Payment,666.46,14713.38,5213.94,14046.92,5880.4,0
Payment,269.08,2791.92,12704.2,2522.84,12973.28,0
Debit,0.62,8592.07,11170.39,8591.33,11170.39,1
Transfer,999.53,16803.98,8181.42,15804.45,9180.95,0
Debit,16700.08,992.18,3139.98,785.6,3139.98,1
Cash-Out,591.14,5202.21,14330.65,4611.07,14330.65,0
Payment,380.08,17740.63,15399.71,17360.55,15779.79,0
Debit,36589.67,6324.03,19218.47,0.0,19218.47,1
Debit,0.61,18514.38,13557.79,18513.65,13557.79,1
Cash-Out,1098.28,7379.68,17013.37,6281.4,17013.37,0
Cash-Out,1929.98,776.49,15312.69,0.0,15312.69,0
Transfer,1696.36,1576.16,10805.25,0.0,12501.61,0
Debit,11302.63,14640.94,183.16,1077.78,183.16,1
Payment,48554.63,3764.76,7553.14,2346.71,60963.23,1
Transfer,3565.03,1035.69,8821.86,0.0,12386.89,0
Cash-Out,0.04,5350.18,4175.13,3874.14,4175.13,1
Cash-In,25864.18,7003.61,12541.58,7003.61,40992.18,1
Debit,24395.81,19593.29,13091.36,9501.03,13091.36,1
Transfer,3719.8,14303.69,13254.35,10583.89,16974.15,0
Cash-In,1448.34,3448.23,684.95,3448.23,2133.29,0
Cash-In,2909.22,9570.55,17681.43,9570.55,20590.65,0
Cash-In,20112.5,14943.17,11178.31,14943.17,33302.06,1
Payment,42521.03,1418.69,19964.56,711.17,66737.69,1
Payment,729.22,2897.49,15780.11,2168.27,16509.33,0
Cash-In,0.47,4316.43,3124.75,4316.43,3125.27,1
Payment,30795.95,9773.35,9564.58,0.0,43440.13,1
Payment,153.49,14613.72,6379.82,14460.23,6533.31,0
Cash-Out,981.19,17337.12,16997.67,16355.93,16997.67,0
Cash-Out,1417.87,9532.44,17798.4,8114.57,17798.4,0
Debit,346.5,4152.28,13932.65,3805.78,13932.65,0
Transfer,4137.0,11273.79,4453.59,7136.79,8590.59,0
Transfer,28030.5,13499.17,13986.92,13131.28,44820.47,1
Payment,49596.86,10019.75,14502.57,0.0,69059.12,1
Cash-Out,438.11,17297.3,5118.76,16859.19,5118.76,0
Transfer,33049.15,10339.89,15763.74,4427.49,52117.81,1
Transfer,4816.9,17462.16,3926.53,12645.26,8743.43,0
Cash-Out,1360.06,14297.44,11846.64,12937.38,11846.64,0
Cash-Out,26467.02,16112.4,8616.36,15081.46,8616.36,1
Debit,770.18,7165.0,10161.75,6394.82,10161.75,0
Debit,229.14,11531.06,16927.66,11301.92,16927.66,0
Payment,44841.85,8602.62,9401.12,1840.75,58727.16,1
Payment,473.99,2363.23,15796.81,1889.24,16270.8,0
Transfer,12754.26,2031.43,9516.56,1990.96,23546.25,1
Cash-In,1936.05,9289.53,19847.16,9289.53,21783.21,0
Transfer,3485.18,12602.51,13016.36,9117.33,16501.54,0
Payment,122.46,15317.01,7338.65,15194.55,7461.11,0
Cash-Out,448.61,2446.8,4557.1,1998.19,4557.1,0
Payment,568.17,15157.87,12307.7,14589.7,12875.87,0
Payment,0.18,14980.43,16194.43,14303.99,16194.63,1
Cash-In,887.6,6631.09,19550.0,6631.09,20437.6,0
Debit,42.8,18620.13,11383.65,18577.33,11383.65,0
Debit,18659.92,5888.15,19265.31,0.0,19265.31,1
Debit,347.21,17937.36,16451.53,17590.15,16451.53,0
Payment,0.15,595.22,11209.96,483.17,11210.13,1
Transfer,0.22,13039.99,16154.65,4317.13,16154.89,1
Payment,891.86,12147.05,6414.35,11255.19,7306.21,0
Payment,468.33,11506.96,13098.25,11038.63,13566.58,0
Payment,17842.12,11820.2,8240.73,0.0,27867.06,1
Cash-In,430.31,19653.48,1129.95,19653.48,1560.26,0
Payment,369.59,16709.9,3498.93,16340.31,3868.52,0
Transfer,237.29,11646.23,15797.63,11408.94,16034.92,0
Payment,503.76,3861.41,3395.23,3357.65,3898.99,0
Cash-In,1956.15,11591.02,1509.52,11591.02,3465.67,0
Debit,343.08,17356.84,15143.8,17013.76,15143.8,0
Debit,799.08,6504.42,5268.46,5705.34,5268.46,0
Cash-In,1455.03,9194.25,6099.03,9194.25,7554.06,0
Cash-Out,1742.14,12650.89,10979.84,10908.75,10979.84,0
Cash-In,867.81,12190.55,7474.03,12190.55,8341.84,0
Payment,38027.33,1385.05,16337.04,932.12,58167.1,1
Payment,278.43,2540.65,15644.21,2262.22,15922.64,0
Transfer,27544.33,17711.44,13093.9,14382.1,43392.66,1
Debit,229.62,13051.5,5583.03,12821.88,5583.03,0
Payment,590.48,5780.47,11783.04,5189.99,12373.52,0
Transfer,2210.99,12421.29,14242.18,10210.3,16453.17,0
Cash-In,702.34,4886.54,10617.24,4886.54,11319.58,0
Debit,25884.71,13445.91,10144.99,107.43,10144.99,1
Cash-In,29655.68,10673.13,2721.69,10673.13,35342.94,1
Debit,17.21,11801.25,929.38,11784.04,929.38,0
Payment,31916.17,7658.57,18217.23,160.63,53325.02,1
Cash-Out,41295.09,12980.25,5469.77,5605.4,5469.77,1
Debit,0.3,8273.82,3170.87,8273.46,3170.87,1
Transfer,0.3,14886.74,9313.83,2648.78,9314.16,1
Transfer,2892.28,3449.62,17699.7,557.34,20591.98,0
Cash-Out,43894.74,6333.34,16133.27,607.78,16133.27,1
Cash-In,1331.73,2953.41,923.18,2953.41,2254.91,0
Cash-Out,21882.35,12358.49,13598.87,59.69,13598.87,1
Payment,13326.95,16401.07,18372.15,408.73,33031.8,1
Cash-In,321.6,18095.4,14034.47,18095.4,14356.07,0
Debit,41863.3,2106.45,10505.98,0.0,10505.98,1
Transfer,285.21,1281.72,5072.37,996.51,5357.58,0
Debit,16937.0,15116.71,1089.6,0.0,1089.6,1
Cash-In,1679.49,11837.96,15902.51,11837.96,17582.0,0
Debit,892.18,17765.15,7743.38,16872.97,7743.38,0
Debit,251.02,17590.94,8051.56,17339.92,8051.56,0
Payment,0.33,1876.65,11982.86,321.54,11983.22,1
Cash-In,11568.43,14124.41,13184.51,14124.41,25909.78,1
Transfer,2471.16,5942.15,5055.55,3470.99,7526.71,0
Payment,26625.19,12439.7,17230.69,0.0,46518.4,1
Payment,460.34,13488.69,3751.74,13028.35,4212.08,0
Debit,876.39,620.71,8306.87,0.0,8306.87,0
Payment,880.55,1196.08,1623.63,315.53,2504.18,0
Payment,43057.01,3527.62,18935.17,3476.3,66297.88,1
Debit,304.71,7723.03,5094.03,7418.32,5094.03,0
Debit,342.05,6545.34,864.64,6203.29,864.64,0
Debit,0.47,5555.42,5724.24,4320.63,5724.24,1
Cash-Out,29005.01,7110.03,6719.09,5458.05,6719.09,1
Cash-Out,744.96,5588.78,7840.52,4843.82,7840.52,0
Cash-In,1133.58,8591.15,16537.61,8591.15,17671.19,0
Payment,700.76,11583.13,8211.01,10882.37,8911.77,0
Cash-Out,629.31,9963.42,14527.22,9334.11,14527.22,0
Transfer,1741.23,17124.85,4408.53,15383.62,6149.76,0
Cash-In,25549.98,741.59,408.54,741.59,28513.52,1
Cash-Out,31701.01,2620.66,10733.52,138.87,10733.52,1
Cash-In,12786.66,7227.58,10259.82,7227.58,24325.15,1
Transfer,4632.86,1794.11,1937.15,0.0,6570.01,0
Cash-Out,375.38,5949.01,205.31,5573.63,205.31,0
Debit,43785.34,569.5,18590.7,126.01,18590.7,1
Payment,925.5,17714.14,15353.73,16788.64,16279.23,0
Cash-Out,334.06,4245.47,3820.79,3911.41,3820.79,0
Payment,503.06,6693.05,14591.76,6189.99,15094.82,0
Payment,921.09,2377.22,559.11,1456.13,1480.2,0
Cash-Out,35333.29,7076.24,5625.68,0.0,5625.68,1
Cash-In,30510.72,9558.86,11564.71,9558.86,45126.5,1
Transfer,0.77,8182.94,2559.5,7190.57,2560.35,1
Cash-Out,669.36,1988.22,15426.83,1318.86,15426.83,0
Payment,753.12,8087.12,12005.64,7334.0,12758.76,0
Transfer,3887.49,8076.19,6585.4,4188.7,10472.89,0
Transfer,4260.21,16495.96,12948.52,12235.75,17208.73,0
Cash-Out,27779.26,1800.14,4843.15,0.0,4843.15,1
Cash-In,831.35,8829.29,2350.14,8829.29,3181.49,0
Debit,0.59,13717.36,161.98,3531.97,161.98,1
Payment,146.83,9434.99,16327.65,9288.16,16474.48,0
Debit,624.03,671.24,18306.22,47.21,18306.22,0
Payment,0.46,11310.51,1315.76,11309.96,1316.27,1
Cash-In,379.59,5527.69,6316.27,5527.69,6695.86,0
Transfer,9741.52,17427.73,6826.19,7631.89,17541.86,1
Debit,38.68,11299.92,8491.89,11261.24,8491.89,0
Transfer,0.92,5996.47,992.47,5995.37,993.48,1
Debit,0.27,6163.83,960.11,4221.3,960.11,1
Transfer,2807.07,9217.08,12746.64,6410.01,15553.71,0
Cash-Out,14487.12,12062.06,14318.13,3065.82,14318.13,1
Cash-In,31330.19,2042.78,19667.12,2042.78,54130.33,1
Cash-Out,591.9,16979.94,16640.73,16388.04,16640.73,0
Transfer,4084.05,6759.52,8010.48,2675.47,12094.53,0
Debit,829.73,17129.97,12975.02,16300.24,12975.02,0
Debit,0.15,3786.84,329.01,3786.66,329.01,1
Cash-In,32641.33,900.87,5286.02,900.87,41191.48,1
Transfer,49874.59,14251.61,19010.75,5036.11,73872.8,1
Payment,339.12,2547.61,9838.35,2208.49,10177.47,0
Transfer,45883.83,18326.88,14098.73,0.0,64570.94,1
Cash-Out,0.12,6417.01,2471.41,2669.1,2471.41,1
Debit,14013.17,10616.06,12037.83,10004.61,12037.83,1
Cash-In,40707.26,12234.94,17652.21,12234.94,62430.2,1
Cash-In,728.17,2456.6,17825.95,2456.6,18554.12,0
Cash-Out,0.57,4321.02,16592.65,4320.34,16592.65,1
Cash-In,2732.04,16912.34,9438.75,16912.34,12170.79,0
Cash-Out,42385.88,5399.55,1828.4,0.0,1828.4,1
Cash-In,2992.39,3203.27,12540.28,3203.27,15532.67,0
Transfer,4711.31,4325.06,7506.73,0.0,12218.04,0
Transfer,3946.93,10536.93,12039.11,6590.0,15986.04,0
Transfer,27156.76,6886.83,14410.87,1161.87,44283.31,1
Debit,901.33,3440.1,8093.15,2538.77,8093.15,0
Cash-In,49996.88,17311.49,3981.98,17311.49,58978.55,1
Debit,57.38,19579.49,11261.99,19522.11,11261.99,0
Cash-In,1699.98,11849.33,6243.78,11849.33,7943.76,0
Payment,768.82,7924.01,3165.84,7155.19,3934.66,0
Cash-Out,1447.56,483.04,5245.27,0.0,5245.27,0
Payment,569.29,18348.72,13413.09,17779.43,13982.38,0
Debit,164.6,19143.32,1225.54,18978.72,1225.54,0
Transfer,0.5,7085.98,1737.14,7085.38,1737.69,1
Cash-Out,25269.29,16423.02,2884.89,4253.84,2884.89,1
Debit,939.0,12963.2,1533.03,12024.2,1533.03,0
Debit,350.78,10752.03,5248.97,10401.25,5248.97,0
Transfer,0.9,4625.4,18616.85,771.66,18617.84,1
Payment,930.64,11845.83,9306.16,10915.19,10236.8,0
Cash-In,175.12,4041.05,12058.37,4041.05,12233.49,0
Cash-Out,1720.83,3926.33,12057.62,2205.5,12057.62,0
Payment,34621.6,19267.13,1610.8,983.48,39694.56,1
Payment,138.5,10103.23,2784.09,9964.73,2922.59,0
Cash-In,46844.04,10432.45,11616.68,10432.45,63145.12,1
Payment,24443.46,7327.29,12130.95,1339.19,39018.76,1
Payment,929.12,1319.67,5452.78,390.55,6381.9,0
Debit,0.12,19815.14,19558.99,7549.52,19558.99,1
Cash-Out,975.42,6371.62,15815.83,5396.2,15815.83,0
Cash-In,20317.63,1771.59,15083.62,1771.59,37433.01,1
Payment,32034.91,18394.62,14911.97,12996.36,50150.37,1
Cash-In,42483.62,18565.41,14609.75,18565.41,61341.73,1
Cash-In,48963.22,18984.97,3115.12,18984.97,56974.66,1
Debit,6084.13,12002.4,6045.3,7996.05,6045.3,1
Cash-Out,201.93,18683.43,16777.75,18481.5,16777.75,0
Cash-In,103.26,17501.78,4798.54,17501.78,4901.8,0
Cash-In,30975.23,8217.67,9190.94,8217.67,43263.69,1
Cash-In,13112.83,1635.71,2529.87,1635.71,16953.98,1
Cash-In,2528.01,10519.99,18351.53,10519.99,20879.54,0
Debit,97.22,3640.62,7696.67,3543.4,7696.67,0
Cash-Out,22508.51,14214.57,5773.02,2693.49,5773.02,1
Payment,806.11,9908.07,18511.16,9101.96,19317.27,0
Cash-Out,49520.1,10506.91,5585.6,4430.44,5585.6,1
Transfer,1497.96,10298.22,2397.95,8800.26,3895.91,0
Payment,451.93,5600.39,4735.45,5148.46,5187.38,0
Debit,45632.2,14730.32,8888.66,0.0,8888.66,1
Payment,668.96,682.86,13503.72,13.9,14172.68,0
Debit,579.48,17235.13,14620.89,16655.65,14620.89,0
Payment,20181.07,1722.26,6622.96,939.7,28822.14,1
Cash-Out,1828.33,9353.03,12674.58,7524.7,12674.58,0
Payment,308.22,9183.28,13045.97,8875.06,13354.19,0
Cash-In,28478.05,16493.21,7795.25,16493.21,39121.11,1
Transfer,4219.27,16770.49,13413.27,12551.22,17632.54,0
Cash-In,1547.89,19370.19,11787.13,19370.19,13335.02,0
Transfer,48106.17,2339.3,19929.21,1553.01,72846.0,1
Debit,0.27,9196.82,9003.39,2636.49,9003.39,1
Transfer,19994.66,10973.08,18792.14,4743.07,40786.27,1
Debit,661.33,9625.2,12528.24,8963.87,12528.24,0
Payment,454.05,2453.33,5605.53,1999.28,6059.58,0
Payment,883.63,16343.79,5460.42,15460.16,6344.05,0
Transfer,28050.76,9097.13,8096.51,0.0,38952.35,1
Transfer,215.87,2153.05,5211.31,1937.18,5427.18,0
Transfer,26393.67,17976.12,3917.25,0.0,32950.29,1
Cash-In,2011.1,3390.01,1468.0,3390.01,3479.1,0
Debit,31555.74,18928.46,178.8,18544.6,178.8,1
Payment,65.99,11834.37,10942.44,11768.38,11008.43,0
Cash-In,21374.46,3985.88,2139.09,3985.88,25651.0,1
Payment,35340.47,19012.06,9969.5,2766.74,48844.02,1
Cash-In,2583.45,5100.91,12665.79,5100.91,15249.24,0
Cash-Out,0.39,2318.02,15208.6,1571.25,15208.6,1
Transfer,1223.73,15446.97,9141.38,14223.24,10365.11,0
Debit,895.91,7641.84,13370.81,6745.93,13370.81,0
Cash-Out,1502.86,10842.13,11920.41,9339.27,11920.41,0
Transfer,3376.41,2883.21,14221.01,0.0,17597.42,0
Cash-In,5420.02,10773.85,11952.9,10773.85,17914.92,1
Debit,47714.69,2397.21,6624.02,2172.08,6624.02,1
Cash-In,1851.67,12164.65,646.53,12164.65,2498.2,0
Payment,0.54,14531.25,9322.12,5690.71,9322.71,1
Cash-Out,1141.97,14176.25,1489.63,13034.28,1489.63,0
Debit,64.11,10197.88,11199.32,10133.77,11199.32,0
Transfer,47055.49,19890.08,4929.16,0.0,56690.2,1
Debit,0.99,405.84,5695.19,222.42,5695.19,1
Payment,473.55,13389.77,4249.84,12916.22,4723.39,0
Cash-Out,26123.44,9529.76,4545.26,0.0,4545.26,1
Debit,762.73,18218.44,11858.14,17455.71,11858.14,0
Debit,0.87,7467.27,15725.9,7466.23,15725.9,1
Payment,49036.43,10149.88,13711.61,1410.43,67651.68,1
Transfer,40238.49,6137.69,14895.54,2712.06,59157.88,1
Payment,52.08,12385.53,14968.66,12333.45,15020.74,0
Cash-Out,129.11,4377.19,2567.02,4248.08,2567.02,0
Debit,330.29,14815.53,15895.06,14485.24,15895.06,0
Payment,700.78,14581.95,3851.15,13881.17,4551.93,0
Payment,40256.08,14277.37,8257.36,0.0,52539.05,1
Transfer,0.68,19106.3,16755.15,19105.48,16755.9,1
Payment,0.93,13413.22,14894.38,13412.1,14895.4,1
Debit,732.32,1819.62,2730.83,1087.3,2730.83,0
Cash-In,1161.91,13286.96,10484.67,13286.96,11646.58,0
Debit,46196.94,15323.28,1545.32,4915.89,1545.32,1
Transfer,512.54,17699.83,10265.19,17187.29,10777.73,0
Transfer,0.95,13053.1,13534.73,13051.96,13535.78,1
Debit,0.63,3519.51,233.73,1742.6,233.73,1
Debit,89.96,7095.43,17671.85,7005.47,17671.85,0
Payment,517.65,3761.26,10633.4,3244.11,11151.16,0
Transfer,0.45,2570.52,10691.28,2378.3,10691.78,1
Payment,23059.91,1559.03,13138.34,327.31,38504.24,1
Payment,13618.01,7918.28,13361.47,0.0,28341.28,1
Cash-Out,8930.53,5101.4,2030.05,990.65,2030.05,1
Cash-In,449.74,10093.11,12129.19,10093.11,12578.93,0
Transfer,2851.76,1184.86,13484.5,0.0,16336.26,0
Cash-Out,1576.38,11745.97,6050.66,10169.59,6050.66,0
Transfer,1290.04,13012.61,10878.11,11722.57,12168.15,0
Cash-In,6016.02,11513.51,3721.92,11513.51,10339.54,1
Payment,26747.57,10466.31,2893.55,8270.1,32315.88,1
Transfer,36652.84,1069.01,4373.78,641.38,44691.9,1
Cash-Out,649.84,19706.73,8294.58,19056.89,8294.58,0
Debit,0.65,17176.43,6215.97,13376.2,6215.97,1
Debit,486.04,8094.02,4848.36,7607.98,4848.36,0
Transfer,5008.11,15765.42,2215.53,9755.69,7724.45,1
Cash-Out,1308.48,19033.99,15333.87,17725.51,15333.87,0
Transfer,4931.53,3214.16,19694.91,0.0,24626.44,0
Debit,974.27,8452.69,392.14,7478.42,392.14,0
Payment,842.6,16197.4,4132.07,15354.8,4974.67,0
Cash-Out,1241.42,754.61,3850.39,0.0,3850.39,0
Debit,404.43,3210.43,9732.51,2806.0,9732.51,0
Payment,0.3,16434.72,5975.7,5687.21,5976.03,1
Cash-In,1157.53,7903.36,13953.79,7904.13,15111.96,0
Payment,309.59,13839.89,1943.1,13530.3,2252.69,0
Cash-In,44841.8,7443.65,6409.93,7443.65,55735.91,1
Payment,49.05,12996.69,5627.01,12947.64,5676.06,0
Cash-In,1933.9,1091.25,19202.4,1091.25,21136.3,0
Debit,8801.48,14148.72,8069.54,1297.42,8069.54,1
Cash-Out,1870.57,8918.45,10960.27,7047.88,10960.27,0
Transfer,3522.11,4687.05,15212.24,1164.94,18734.35,0
Debit,17147.21,8075.3,19943.82,0.0,19943.82,1
Transfer,420.0,18723.0,14932.29,18303.0,15352.29,0
Cash-In,1252.77,2996.07,3738.15,2996.07,4990.92,0
Payment,40054.06,19645.98,15920.43,4517.13,59979.9,1
Payment,272.43,8008.36,14100.57,7735.93,14373.0,0
Cash-Out,1689.49,14081.55,7840.83,12392.06,7840.83,0
Transfer,1826.57,11949.41,9355.6,10122.84,11182.17,0
Payment,42033.52,8936.85,14288.66,6701.74,60525.53,1
Transfer,0.25,9183.14,14529.94,2156.7,14530.22,1
Payment,23901.83,15723.82,14617.72,8222.92,40909.73,1
Cash-Out,1983.27,4233.18,15274.35,2249.91,15274.35,0
Debit,932.2,8256.37,12843.06,7324.17,12843.06,0
Debit,0.6,16285.98,17900.4,14093.26,17900.4,1
Debit,0.37,11050.08,14548.35,5641.17,14548.35,1
Transfer,1581.27,4011.51,18573.1,2430.24,20154.37,0
Cash-In,37718.99,11552.12,9296.41,11552.12,50787.3,1
Transfer,2607.18,12169.38,12894.83,9562.2,15502.01,0
Cash-Out,1499.32,10832.78,17994.14,9333.46,17994.14,0
Payment,580.67,7066.32,4344.3,6485.65,4924.97,0
Payment,0.26,2316.05,2323.33,2315.74,2323.62,1
Payment,0.18,13945.8,2162.69,13945.58,2162.89,1
Transfer,0.88,10350.6,19694.93,10349.54,19695.9,1
Cash-In,240.44,18974.08,15667.18,18974.08,15907.62,0
Cash-In,0.32,2274.88,6093.07,2274.88,6093.42,1
Cash-In,178.88,9875.96,14683.67,9875.96,14862.55,0
Cash-Out,23747.18,9063.83,12372.86,241.41,12372.86,1
Transfer,4275.4,1184.77,6788.33,0.0,11063.73,0
Cash-Out,514.86,1750.6,2960.55,1235.74,2960.55,0
Debit,0.44,14359.95,7627.74,12108.16,7627.74,1
Transfer,2257.11,12009.75,7857.0,9752.64,10114.11,0
Payment,398.48,13270.06,3146.21,12871.58,3544.69,0
Transfer,3981.45,11530.18,6800.95,7548.73,10782.4,0
Debit,506.05,14353.71,16079.56,13847.66,16079.56,0
Cash-Out,860.14,11898.1,2715.78,11037.96,2715.78,0
Payment,540.89,4888.72,18545.28,4347.83,19086.17,0
Cash-In,14865.8,2018.71,4494.81,2018.71,20847.19,1
Payment,334.04,9509.6,5432.33,9175.56,5766.37,0
Transfer,14636.96,14996.99,19795.84,10427.8,35896.5,1
Transfer,4387.26,2491.1,3038.29,0.0,7425.55,0
Payment,779.3,7740.21,18131.64,6960.91,18910.94,0
Cash-Out,48149.49,9063.03,17756.61,0.0,17756.61,1
Debit,678.89,6531.38,15515.29,5852.49,15515.29,0
Cash-Out,1485.65,14586.78,17521.89,13101.13,17521.89,0
Payment,11325.03,8349.47,16849.04,0.0,29306.57,1
Payment,26372.94,2698.32,17587.77,0.0,46598.0,1
Cash-In,2883.04,269.82,16242.86,269.82,19125.9,0
Transfer,6792.0,1536.03,13770.76,604.61,21241.96,1
Transfer,0.99,12476.12,733.63,12474.93,734.72,1
Cash-In,1500.71,11238.65,15335.57,11238.65,16836.28,0
Debit,19245.88,17511.11,10155.24,0.0,10155.24,1
Cash-Out,0.06,852.51,10707.72,852.44,10707.72,1
Payment,708.97,10040.36,12036.74,9331.39,12745.71,0
Cash-In,20348.77,589.41,16737.84,589.41,39121.49,1
Cash-In,1306.85,1063.48,8066.93,1063.48,9373.78,0
Debit,933.84,18044.16,14678.64,17110.32,14678.64,0
Payment,797.65,4045.47,536.68,3247.82,1334.33,0
Cash-Out,1165.87,14603.28,11435.64,13437.41,11435.64,0
Payment,14786.78,4110.93,187.43,2698.57,16452.89,1
Cash-Out,1713.22,7972.94,19078.51,6259.72,19078.51,0
Payment,579.54,14041.7,10476.25,13462.16,11055.79,0
Payment,36277.84,901.28,14727.65,0.0,54633.27,1
Cash-Out,44607.85,14169.56,3868.26,7093.94,3868.26,1
Cash-In,2634.03,10007.03,9728.0,10007.03,12362.03,0
Transfer,35909.08,14916.83,16983.14,355.65,56483.13,1
Cash-Out,0.97,17860.67,9954.11,17859.51,9954.11,1
Debit,0.07,11009.97,1123.26,8928.23,1123.26,1
Transfer,0.88,10203.22,9925.29,633.84,9926.26,1
Debit,14612.13,17493.91,10358.54,9376.44,10358.54,1
Cash-In,36052.53,17873.77,12449.09,17873.77,52106.87,1
Debit,588.74,8627.18,11454.27,8038.44,11454.27,0
